Source,Type,Item,Location,Category,Subcategory,Subcategory2,Dimension,Dimension 2,Check Blanks
CDC-C4S,Actions,"Physical Barriers and Guides: Install physical barriers, such as sneeze guards and partitions, particularly in areas where it is difficult for individuals to remain at least 6 feet apart (e.g., reception desks).",PBag1,Health & Safety / Operations,PPE & Other Equipment,,,,0
CCSESA,Actions,"Prioritize the provision and use of face masks to staff based upon risks associated with tasks being completed (e.g. custodians cleaning restrooms and/or maintaining plumbing, nurses, cafeteria workers)",3g,Health & Safety / Operations,PPE & Other Equipment,,,,0
CCSESA,Actions,Provide guidance as to when staff and students are required or encouraged to wear face coverings. Address students who remain in the same classroom all day and those who move between classrooms.,3g,Health & Safety / Operations,PPE & Other Equipment,,,,0
CCSESA,Actions,Provide hand sanitizer in each classroom that does not have access to soap and water,3f,Health & Safety / Operations,PPE & Other Equipment,,,,0
Kern COE,Considerations,Require all students and staff to wear face coverings (consider how to manage younger students).,9,Health & Safety / Operations,PPE & Other Equipment,,,,0
Kern COE,Considerations,Set up hand sanitizer stands and modular washing stations throughout the site that does not have permanent washing stations nearby.,9,Health & Safety / Operations,PPE & Other Equipment,,,,0
CDC-C4S,Actions,"Add physical barriers, such as plastic flexible screens, between bathroom sinks especially when they cannot be at least 6 feet apart.",CS2,Health & Safety / Operations,PPE & Other Equipment,Bathroom Protocols,,,0
CDC-C4S,Actions,"Consider posting signages for the national distress hotline: 1-800-985-5990, or text TalkWithUsto 66746",SCaR4,Health & Safety / Operations,Resources,,,,0
San Diego COE,Actions,Create plans to clean all school bus seats and handles immediately prior to (or after) each trip.,1-D,Health & Safety / Operations,Sanitizing / Disinfecting,,,,0
San Diego COE,Actions,Create procedures and supplies to allow office staff to sanitize door handles and surfaces hourly.,1-D,Health & Safety / Operations,Sanitizing / Disinfecting,,,,0
San Diego COE,Actions,Develop procedures to immediately sanitize all rooms where people with respiratory symptoms or fever have been.,1-D,Health & Safety / Operations,Sanitizing / Disinfecting,,,,0
San Diego COE,Actions,"Inventory supplies stored at each site and centrally and order in anticipation of substantially increased usage: Hand sanitizer dispensers with at least 60% alcohol for all classrooms, offices and workspaces; Custodial cleaning and disinfection supplies; Health Office supplies including: Surgical masks (for people who are sick), N-95 masks (for School Nurses and Health Technicians if available), Gloves and disposable gowns",1-E,Health & Safety / Operations,Sanitizing / Disinfecting,,,,0
San Diego COE,Actions,Monitor closely supplies on hand at each site and order proactively to ensure shortages do not occur.,1-E,Health & Safety / Operations,Sanitizing / Disinfecting,,,,0
San Diego COE,Actions,Replace damaged or missing soap dispensers immediately.,1-D,Health & Safety / Operations,Sanitizing / Disinfecting,,,,0
San Diego COE,Actions,Review and revise routine cleaning procedures and revise to include disinfection of frequently touched surfaces on a nightly basis.,1-D,Health & Safety / Operations,Sanitizing / Disinfecting,,,,0
San Diego COE,Actions,"When ordering supplies that may be scarce, specify that you will accept partial fulfillment or break large orders down into several smaller orders. (10 orders of 10 versus 1 order of 100.)",1-E,Health & Safety / Operations,Sanitizing / Disinfecting,,,,0
San Diego COE,Actions,Create classroom procedures and supplies to allow teachers and staff to clean desktops and doorknobs at the start of each new class (when students change rooms).,1-D,Health & Safety / Operations,Sanitizing / Disinfecting,,,,0
San Diego COE,Actions,Create cleaning procedures for immediately disinfecting the areas the sick student occupied before going home.,1-C,Health & Safety / Operations,Sanitizing / Disinfecting,,,,0
San Diego COE,Actions,Determine what PPE is required.,1-F,Health & Safety / Operations,Sanitizing / Disinfecting,,,,0
San Diego COE,Actions,"Ensure soap dispensers are present, in good working order and stocked with soap near all sinks.",1-D,Health & Safety / Operations,Sanitizing / Disinfecting,,,,0
Kern COE,Considerations,Work with Local Department of Health Department to determine if a temporary closure (a few days) would be needed for deep cleaning and disinfection.,17,Health & Safety / Operations,Sanitizing / Disinfecting,,,,0
Monterey COE,Actions,"Work with the local public health department to determine what additional cleaning protocols, if any, should be deployed at the school prior to reopening the school.",Phase V,Health & Safety / Operations,Sanitizing / Disinfecting,,,,0
San Diego COE,Actions,"Ensure routine cleaning occurs even when custodians are absent. Develop plans to cover custodial work if no substitutes are available. Consider delaying non-essential work, authorizing overtime or reassigning staff from other duties.",1-D,Health & Safety / Operations,Sanitizing / Disinfecting,Staff / Substitute Protocols,,,0
Marin COE,Assumptions,Staff training to reduce risk of exposure (disinfecting practices);,2d,Health & Safety / Operations,Sanitizing & Disinfecting,,,,0
CCSESA,Actions,Clean buses after each route,3f,Health & Safety / Operations,Sanitizing / Disinfecting,,,,0
CCSESA,Actions,"Clean classrooms, restrooms, all hallways, common areas, and the outside of lockers daily per CDC guidelines.",3f,Health & Safety / Operations,Sanitizing / Disinfecting,,,,0
CCSESA,Actions,Clean facility per CDC guidelines.,3e,Health & Safety / Operations,Sanitizing / Disinfecting,,,,0
CDC-C4S,Assumptions,"Cleaning and Disinfection: Clean and disinfect frequently touched surfaces (e.g., playground equipment, door handles, sink handles, drinking fountains) within the school and on school buses at least daily or between use as much as possible. Use of shared objects (e.g., gym or physical education equipment, art supplies, toys, games) should be limited when possible, or cleaned between use.",CaD1,Health & Safety / Operations,Sanitizing / Disinfecting,,,,0
CDC-C4S,Assumptions,"Cleaning and Disinfection: Develop a schedule for increased, routine cleaning and disinfection.",CaD3,Health & Safety / Operations,Sanitizing / Disinfecting,,,,0
